id,emoji,codepoints,name_en,name_ja,en_flag,importance,category,category_ja,subcategory,subcategory_ja,unicode_version,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,meaning_ja,usage_ja,impression_ja,class_ja,hidden_variant,variant_kind
447,🤳🏽,1F933;1F3FD,selfie: medium skin tone,セルフィー（中間の肌色）,,1,People & Body,人と体,hand-prop,手と道具,3,444,variant,skin_tone,0,selfie,手;道具;セルフィー;自撮り,手元;小物,作業;美容;写真;SNS;旅行,自己表現;記録;記念,,書く;塗る;撮る,,手;道具;セルフィー;自撮り;手元;小物;作業;美容;写真;SNS;旅行;自己表現;記録;記念;書く;塗る;撮る,手;道具;セルフィー;自撮り;自己表現;記録;記念,作業;美容;写真;SNS;旅行;書く;塗る;撮る,手元;小物,人と体;手と道具,,
448,🤳🏾,1F933;1F3FE,selfie: medium-dark skin tone,セルフィー（やや濃い肌色）,,1,People & Body,人と体,hand-prop,手と道具,3,444,variant,skin_tone,0,selfie,手;道具;セルフィー;自撮り,手元;小物,作業;美容;写真;SNS;旅行,自己表現;記録;記念,,書く;塗る;撮る,,手;道具;セルフィー;自撮り;手元;小物;作業;美容;写真;SNS;旅行;自己表現;記録;記念;書く;塗る;撮る,手;道具;セルフィー;自撮り;自己表現;記録;記念,作業;美容;写真;SNS;旅行;書く;塗る;撮る,手元;小物,人と体;手と道具,,
449,🤳🏿,1F933;1F3FF,selfie: dark skin tone,セルフィー（濃い肌色）,,1,People & Body,人と体,hand-prop,手と道具,3,444,variant,skin_tone,0,selfie,手;道具;セルフィー;自撮り,手元;小物,作業;美容;写真;SNS;旅行,自己表現;記録;記念,,書く;塗る;撮る,,手;道具;セルフィー;自撮り;手元;小物;作業;美容;写真;SNS;旅行;自己表現;記録;記念;書く;塗る;撮る,手;道具;セルフィー;自撮り;自己表現;記録;記念,作業;美容;写真;SNS;旅行;書く;塗る;撮る,手元;小物,人と体;手と道具,,
450,💪,1F4AA,flexed biceps,力こぶ,,2,People & Body,人と体,body-parts,体の部位,0.6,450,source,base,1,flexed biceps,体;部位;力こぶ;筋肉,人体;パーツ;力こぶ;筋肉,健康;医療;美容;説明,身体;感覚;強い,,見る;聞く;話す;感じる;筋肉;強い,,体;部位;力こぶ;筋肉;人体;パーツ;健康;医療;美容;説明;身体;感覚;強い;見る;聞く;話す;感じる,体;部位;力こぶ;筋肉;身体;感覚;強い,健康;医療;美容;説明;見る;聞く;話す;感じる;筋肉;強い,人体;パーツ;力こぶ;筋肉,人と体;体の部位,,
451,💪🏻,1F4AA;1F3FB,flexed biceps: light skin tone,力こぶ（薄い肌色）,,1,People & Body,人と体,body-parts,体の部位,1,450,variant,skin_tone,0,flexed biceps,体;部位;力こぶ;筋肉,人体;パーツ;力こぶ;筋肉,健康;医療;美容;説明,身体;感覚;強い,,見る;聞く;話す;感じる;筋肉;強い,,体;部位;力こぶ;筋肉;人体;パーツ;健康;医療;美容;説明;身体;感覚;強い;見る;聞く;話す;感じる,体;部位;力こぶ;筋肉;身体;感覚;強い,健康;医療;美容;説明;見る;聞く;話す;感じる;筋肉;強い,人体;パーツ;力こぶ;筋肉,人と体;体の部位,,
452,💪🏼,1F4AA;1F3FC,flexed biceps: medium-light skin tone,力こぶ（やや薄い肌色）,,2,People & Body,人と体,body-parts,体の部位,1,450,variant,skin_tone,0,flexed biceps,体;部位;力こぶ;筋肉,人体;パーツ;力こぶ;筋肉,健康;医療;美容;説明,身体;感覚;強い,,見る;聞く;話す;感じる;筋肉;強い,,体;部位;力こぶ;筋肉;人体;パーツ;健康;医療;美容;説明;身体;感覚;強い;見る;聞く;話す;感じる,体;部位;力こぶ;筋肉;身体;感覚;強い,健康;医療;美容;説明;見る;聞く;話す;感じる;筋肉;強い,人体;パーツ;力こぶ;筋肉,人と体;体の部位,,
453,💪🏽,1F4AA;1F3FD,flexed biceps: medium skin tone,力こぶ（中間の肌色）,,1,People & Body,人と体,body-parts,体の部位,1,450,variant,skin_tone,0,flexed biceps,体;部位;力こぶ;筋肉,人体;パーツ;力こぶ;筋肉,健康;医療;美容;説明,身体;感覚;強い,,見る;聞く;話す;感じる;筋肉;強い,,体;部位;力こぶ;筋肉;人体;パーツ;健康;医療;美容;説明;身体;感覚;強い;見る;聞く;話す;感じる,体;部位;力こぶ;筋肉;身体;感覚;強い,健康;医療;美容;説明;見る;聞く;話す;感じる;筋肉;強い,人体;パーツ;力こぶ;筋肉,人と体;体の部位,,
454,💪🏾,1F4AA;1F3FE,flexed biceps: medium-dark skin tone,力こぶ（やや濃い肌色）,,1,People & Body,人と体,body-parts,体の部位,1,450,variant,skin_tone,0,flexed biceps,体;部位;力こぶ;筋肉,人体;パーツ;力こぶ;筋肉,健康;医療;美容;説明,身体;感覚;強い,,見る;聞く;話す;感じる;筋肉;強い,,体;部位;力こぶ;筋肉;人体;パーツ;健康;医療;美容;説明;身体;感覚;強い;見る;聞く;話す;感じる,体;部位;力こぶ;筋肉;身体;感覚;強い,健康;医療;美容;説明;見る;聞く;話す;感じる;筋肉;強い,人体;パーツ;力こぶ;筋肉,人と体;体の部位,,
455,💪🏿,1F4AA;1F3FF,flexed biceps: dark skin tone,力こぶ（濃い肌色）,,1,People & Body,人と体,body-parts,体の部位,1,450,variant,skin_tone,0,flexed biceps,体;部位;力こぶ;筋肉,人体;パーツ;力こぶ;筋肉,健康;医療;美容;説明,身体;感覚;強い,,見る;聞く;話す;感じる;筋肉;強い,,体;部位;力こぶ;筋肉;人体;パーツ;健康;医療;美容;説明;身体;感覚;強い;見る;聞く;話す;感じる,体;部位;力こぶ;筋肉;身体;感覚;強い,健康;医療;美容;説明;見る;聞く;話す;感じる;筋肉;強い,人体;パーツ;力こぶ;筋肉,人と体;体の部位,,
456,🦾,1F9BE,mechanical arm,義手,,2,People & Body,人と体,body-parts,体の部位,12,456,independent,independent,1,mechanical arm,体;部位;義手,人体;パーツ,健康;医療;美容;説明,身体;感覚,,見る;聞く;話す;感じる,,体;部位;義手;人体;パーツ;健康;医療;美容;説明;身体;感覚;見る;聞く;話す;感じる,体;部位;義手;身体;感覚,健康;医療;美容;説明;見る;聞く;話す;感じる,人体;パーツ,人と体;体の部位,,
457,🦿,1F9BF,mechanical leg,義足,,2,People & Body,人と体,body-parts,体の部位,12,457,independent,independent,1,mechanical leg,体;部位;義足;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;義足;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,体;部位;義足;脚;歩く;身体;感覚;走る,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;走る,人体;パーツ;脚;歩く,人と体;体の部位,,
458,🦵,1F9B5,leg,脚,,2,People & Body,人と体,body-parts,体の部位,11,458,source,base,1,leg,体;部位;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,体;部位;脚;歩く;身体;感覚;走る,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;走る,人体;パーツ;脚;歩く,人と体;体の部位,,
459,🦵🏻,1F9B5;1F3FB,leg: light skin tone,脚（薄い肌色）,,1,People & Body,人と体,body-parts,体の部位,11,458,variant,skin_tone,0,leg,体;部位;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,体;部位;脚;歩く;身体;感覚;走る,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;走る,人体;パーツ;脚;歩く,人と体;体の部位,,
460,🦵🏼,1F9B5;1F3FC,leg: medium-light skin tone,脚（やや薄い肌色）,,2,People & Body,人と体,body-parts,体の部位,11,458,variant,skin_tone,0,leg,体;部位;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,体;部位;脚;歩く;身体;感覚;走る,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;走る,人体;パーツ;脚;歩く,人と体;体の部位,,
461,🦵🏽,1F9B5;1F3FD,leg: medium skin tone,脚（中間の肌色）,,1,People & Body,人と体,body-parts,体の部位,11,458,variant,skin_tone,0,leg,体;部位;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,体;部位;脚;歩く;身体;感覚;走る,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;走る,人体;パーツ;脚;歩く,人と体;体の部位,,
462,🦵🏾,1F9B5;1F3FE,leg: medium-dark skin tone,脚（やや濃い肌色）,,1,People & Body,人と体,body-parts,体の部位,11,458,variant,skin_tone,0,leg,体;部位;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,体;部位;脚;歩く;身体;感覚;走る,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;走る,人体;パーツ;脚;歩く,人と体;体の部位,,
463,🦵🏿,1F9B5;1F3FF,leg: dark skin tone,脚（濃い肌色）,,1,People & Body,人と体,body-parts,体の部位,11,458,variant,skin_tone,0,leg,体;部位;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,体;部位;脚;歩く;身体;感覚;走る,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;走る,人体;パーツ;脚;歩く,人と体;体の部位,,
464,🦶,1F9B6,foot,足,,2,People & Body,人と体,body-parts,体の部位,11,464,source,base,1,foot,体;部位;足;歩く,人体;パーツ;足;歩く,健康;医療;美容;説明,身体;感覚;靴,,見る;聞く;話す;感じる;歩く;靴,,体;部位;足;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;靴;見る;聞く;話す;感じる,体;部位;足;歩く;身体;感覚;靴,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;靴,人体;パーツ;足;歩く,人と体;体の部位,,
465,🦶🏻,1F9B6;1F3FB,foot: light skin tone,足（薄い肌色）,,1,People & Body,人と体,body-parts,体の部位,11,464,variant,skin_tone,0,foot,体;部位;足;歩く,人体;パーツ;足;歩く,健康;医療;美容;説明,身体;感覚;靴,,見る;聞く;話す;感じる;歩く;靴,,体;部位;足;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;靴;見る;聞く;話す;感じる,体;部位;足;歩く;身体;感覚;靴,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;靴,人体;パーツ;足;歩く,人と体;体の部位,,
466,🦶🏼,1F9B6;1F3FC,foot: medium-light skin tone,足（やや薄い肌色）,,2,People & Body,人と体,body-parts,体の部位,11,464,variant,skin_tone,0,foot,体;部位;足;歩く,人体;パーツ;足;歩く,健康;医療;美容;説明,身体;感覚;靴,,見る;聞く;話す;感じる;歩く;靴,,体;部位;足;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;靴;見る;聞く;話す;感じる,体;部位;足;歩く;身体;感覚;靴,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;靴,人体;パーツ;足;歩く,人と体;体の部位,,
467,🦶🏽,1F9B6;1F3FD,foot: medium skin tone,足（中間の肌色）,,1,People & Body,人と体,body-parts,体の部位,11,464,variant,skin_tone,0,foot,体;部位;足;歩く,人体;パーツ;足;歩く,健康;医療;美容;説明,身体;感覚;靴,,見る;聞く;話す;感じる;歩く;靴,,体;部位;足;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;靴;見る;聞く;話す;感じる,体;部位;足;歩く;身体;感覚;靴,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;靴,人体;パーツ;足;歩く,人と体;体の部位,,
468,🦶🏾,1F9B6;1F3FE,foot: medium-dark skin tone,足（やや濃い肌色）,,1,People & Body,人と体,body-parts,体の部位,11,464,variant,skin_tone,0,foot,体;部位;足;歩く,人体;パーツ;足;歩く,健康;医療;美容;説明,身体;感覚;靴,,見る;聞く;話す;感じる;歩く;靴,,体;部位;足;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;靴;見る;聞く;話す;感じる,体;部位;足;歩く;身体;感覚;靴,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;靴,人体;パーツ;足;歩く,人と体;体の部位,,
469,🦶🏿,1F9B6;1F3FF,foot: dark skin tone,足（濃い肌色）,,1,People & Body,人と体,body-parts,体の部位,11,464,variant,skin_tone,0,foot,体;部位;足;歩く,人体;パーツ;足;歩く,健康;医療;美容;説明,身体;感覚;靴,,見る;聞く;話す;感じる;歩く;靴,,体;部位;足;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;靴;見る;聞く;話す;感じる,体;部位;足;歩く;身体;感覚;靴,健康;医療;美容;説明;見る;聞く;話す;感じる;歩く;靴,人体;パーツ;足;歩く,人と体;体の部位,,
470,👂,1F442,ear,耳,,2,People & Body,人と体,body-parts,体の部位,0.6,470,source,base,1,ear,体;部位;耳;聞く,人体;パーツ;耳;聞く,健康;医療;美容;説明,身体;感覚;音,,見る;聞く;話す;感じる;音,,体;部位;耳;聞く;人体;パーツ;健康;医療;美容;説明;身体;感覚;音;見る;話す;感じる,体;部位;耳;聞く;身体;感覚;音,健康;医療;美容;説明;見る;聞く;話す;感じる;音,人体;パーツ;耳;聞く,人と体;体の部位,,
471,👂🏻,1F442;1F3FB,ear: light skin tone,耳（薄い肌色）,,1,People & Body,人と体,body-parts,体の部位,1,470,variant,skin_tone,0,ear,体;部位;耳;聞く,人体;パーツ;耳;聞く,健康;医療;美容;説明,身体;感覚;音,,見る;聞く;話す;感じる;音,,体;部位;耳;聞く;人体;パーツ;健康;医療;美容;説明;身体;感覚;音;見る;話す;感じる,体;部位;耳;聞く;身体;感覚;音,健康;医療;美容;説明;見る;聞く;話す;感じる;音,人体;パーツ;耳;聞く,人と体;体の部位,,
472,👂🏼,1F442;1F3FC,ear: medium-light skin tone,耳（やや薄い肌色）,,2,People & Body,人と体,body-parts,体の部位,1,470,variant,skin_tone,0,ear,体;部位;耳;聞く,人体;パーツ;耳;聞く,健康;医療;美容;説明,身体;感覚;音,,見る;聞く;話す;感じる;音,,体;部位;耳;聞く;人体;パーツ;健康;医療;美容;説明;身体;感覚;音;見る;話す;感じる,体;部位;耳;聞く;身体;感覚;音,健康;医療;美容;説明;見る;聞く;話す;感じる;音,人体;パーツ;耳;聞く,人と体;体の部位,,
473,👂🏽,1F442;1F3FD,ear: medium skin tone,耳（中間の肌色）,,1,People & Body,人と体,body-parts,体の部位,1,470,variant,skin_tone,0,ear,体;部位;耳;聞く,人体;パーツ;耳;聞く,健康;医療;美容;説明,身体;感覚;音,,見る;聞く;話す;感じる;音,,体;部位;耳;聞く;人体;パーツ;健康;医療;美容;説明;身体;感覚;音;見る;話す;感じる,体;部位;耳;聞く;身体;感覚;音,健康;医療;美容;説明;見る;聞く;話す;感じる;音,人体;パーツ;耳;聞く,人と体;体の部位,,
474,👂🏾,1F442;1F3FE,ear: medium-dark skin tone,耳（やや濃い肌色）,,1,People & Body,人と体,body-parts,体の部位,1,470,variant,skin_tone,0,ear,体;部位;耳;聞く,人体;パーツ;耳;聞く,健康;医療;美容;説明,身体;感覚;音,,見る;聞く;話す;感じる;音,,体;部位;耳;聞く;人体;パーツ;健康;医療;美容;説明;身体;感覚;音;見る;話す;感じる,体;部位;耳;聞く;身体;感覚;音,健康;医療;美容;説明;見る;聞く;話す;感じる;音,人体;パーツ;耳;聞く,人と体;体の部位,,
