id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,tags_ja,scenes_ja,tone_ja,assoc_ja,en_flag,importance
504,🧒,1F9D2,child,子供,People & Body,人と体,person,人,5,キッズ;中性的;子ども;子供;自己紹介;会話向き,会話,親しみ,キッズ;中性的;子ども;子供;会話;自己紹介;親しみ;会話向き,,2
505,🧒🏻,1F9D2 1F3FB,child: light skin tone,子供（薄い肌色）,People & Body,人と体,person,人,5,キッズ;中性的;子ども;子供;薄い肌色;自己紹介;会話向き,会話,親しみ,キッズ;中性的;子ども;子供;薄い肌色;会話;自己紹介;親しみ;会話向き,,1
506,🧒🏼,1F9D2 1F3FC,child: medium-light skin tone,子供（やや薄い肌色）,People & Body,人と体,person,人,5,キッズ;やや薄い肌色;中性的;子ども;子供;自己紹介;会話向き,会話,親しみ,キッズ;やや薄い肌色;中性的;子ども;子供;会話;自己紹介;親しみ;会話向き,,2
507,🧒🏽,1F9D2 1F3FD,child: medium skin tone,子供（中間の肌色）,People & Body,人と体,person,人,5,キッズ;中性的;中間の肌色;子ども;子供;自己紹介;会話向き,会話,親しみ,キッズ;中性的;中間の肌色;子ども;子供;会話;自己紹介;親しみ;会話向き,,1
508,🧒🏾,1F9D2 1F3FE,child: medium-dark skin tone,子供（やや濃い肌色）,People & Body,人と体,person,人,5,キッズ;やや濃い肌色;中性的;子ども;子供;自己紹介;会話向き,会話,親しみ,キッズ;やや濃い肌色;中性的;子ども;子供;会話;自己紹介;親しみ;会話向き,,1
509,🧒🏿,1F9D2 1F3FF,child: dark skin tone,子供（濃い肌色）,People & Body,人と体,person,人,5,キッズ;中性的;子ども;子供;濃い肌色;自己紹介;会話向き,会話,親しみ,キッズ;中性的;子ども;子供;濃い肌色;会話;自己紹介;親しみ;会話向き,,1
510,👦,1F466,boy,男の子,People & Body,人と体,person,人,0.6,子供;少年;男の子;自己紹介;会話向き,会話,親しみ,子供;少年;男の子;会話;自己紹介;親しみ;会話向き,,2
511,👦🏻,1F466 1F3FB,boy: light skin tone,男の子（薄い肌色）,People & Body,人と体,person,人,1,子供;少年;男の子;薄い肌色;自己紹介;会話向き,会話,親しみ,子供;少年;男の子;薄い肌色;会話;自己紹介;親しみ;会話向き,,1
512,👦🏼,1F466 1F3FC,boy: medium-light skin tone,男の子（やや薄い肌色）,People & Body,人と体,person,人,1,やや薄い肌色;子供;少年;男の子;自己紹介;会話向き,会話,親しみ,やや薄い肌色;子供;少年;男の子;会話;自己紹介;親しみ;会話向き,,2
513,👦🏽,1F466 1F3FD,boy: medium skin tone,男の子（中間の肌色）,People & Body,人と体,person,人,1,中間の肌色;子供;少年;男の子;自己紹介;会話向き,会話,親しみ,中間の肌色;子供;少年;男の子;会話;自己紹介;親しみ;会話向き,,1
514,👦🏾,1F466 1F3FE,boy: medium-dark skin tone,男の子（やや濃い肌色）,People & Body,人と体,person,人,1,やや濃い肌色;子供;少年;男の子;自己紹介;会話向き,会話,親しみ,やや濃い肌色;子供;少年;男の子;会話;自己紹介;親しみ;会話向き,,1
515,👦🏿,1F466 1F3FF,boy: dark skin tone,男の子（濃い肌色）,People & Body,人と体,person,人,1,子供;少年;濃い肌色;男の子;自己紹介;会話向き,会話,親しみ,子供;少年;濃い肌色;男の子;会話;自己紹介;親しみ;会話向き,,1
516,👧,1F467,girl,女の子,People & Body,人と体,person,人,0.6,おさげ;女;女の子;娘;子供;少女;自己紹介;会話向き,会話,親しみ,おさげ;女;女の子;娘;子供;少女;会話;自己紹介;親しみ;会話向き,,2
517,👧🏻,1F467 1F3FB,girl: light skin tone,女の子（薄い肌色）,People & Body,人と体,person,人,1,おさげ;女;女の子;娘;子供;少女;薄い肌色;自己紹介;会話向き,会話,親しみ,おさげ;女;女の子;娘;子供;少女;薄い肌色;会話;自己紹介;親しみ;会話向き,,1
518,👧🏼,1F467 1F3FC,girl: medium-light skin tone,女の子（やや薄い肌色）,People & Body,人と体,person,人,1,おさげ;やや薄い肌色;女;女の子;娘;子供;少女;自己紹介;会話向き,会話,親しみ,おさげ;やや薄い肌色;女;女の子;娘;子供;少女;会話;自己紹介;親しみ;会話向き,,2
519,👧🏽,1F467 1F3FD,girl: medium skin tone,女の子（中間の肌色）,People & Body,人と体,person,人,1,おさげ;中間の肌色;女;女の子;娘;子供;少女;自己紹介;会話向き,会話,親しみ,おさげ;中間の肌色;女;女の子;娘;子供;少女;会話;自己紹介;親しみ;会話向き,,1
520,👧🏾,1F467 1F3FE,girl: medium-dark skin tone,女の子（やや濃い肌色）,People & Body,人と体,person,人,1,おさげ;やや濃い肌色;女;女の子;娘;子供;少女;自己紹介;会話向き,会話,親しみ,おさげ;やや濃い肌色;女;女の子;娘;子供;少女;会話;自己紹介;親しみ;会話向き,,1
521,👧🏿,1F467 1F3FF,girl: dark skin tone,女の子（濃い肌色）,People & Body,人と体,person,人,1,おさげ;女;女の子;娘;子供;少女;濃い肌色;自己紹介;会話向き,会話,親しみ,おさげ;女;女の子;娘;子供;少女;濃い肌色;会話;自己紹介;親しみ;会話向き,,1
522,🧑,1F9D1,person,大人,People & Body,人と体,person,人,5,中性的;大人;成人;自己紹介;会話向き,会話,親しみ,中性的;大人;成人;会話;自己紹介;親しみ;会話向き,,2
523,🧑🏻,1F9D1 1F3FB,person: light skin tone,大人（薄い肌色）,People & Body,人と体,person,人,5,中性的;大人;成人;薄い肌色;自己紹介;会話向き,会話,親しみ,中性的;大人;成人;薄い肌色;会話;自己紹介;親しみ;会話向き,,1
524,🧑🏼,1F9D1 1F3FC,person: medium-light skin tone,大人（やや薄い肌色）,People & Body,人と体,person,人,5,やや薄い肌色;中性的;大人;成人;自己紹介;会話向き,会話,親しみ,やや薄い肌色;中性的;大人;成人;会話;自己紹介;親しみ;会話向き,,2
525,🧑🏽,1F9D1 1F3FD,person: medium skin tone,大人（中間の肌色）,People & Body,人と体,person,人,5,中性的;中間の肌色;大人;成人;自己紹介;会話向き,会話,親しみ,中性的;中間の肌色;大人;成人;会話;自己紹介;親しみ;会話向き,,1
526,🧑🏾,1F9D1 1F3FE,person: medium-dark skin tone,大人（やや濃い肌色）,People & Body,人と体,person,人,5,やや濃い肌色;中性的;大人;成人;自己紹介;会話向き,会話,親しみ,やや濃い肌色;中性的;大人;成人;会話;自己紹介;親しみ;会話向き,,1
527,🧑🏿,1F9D1 1F3FF,person: dark skin tone,大人（濃い肌色）,People & Body,人と体,person,人,5,中性的;大人;成人;濃い肌色;自己紹介;会話向き,会話,親しみ,中性的;大人;成人;濃い肌色;会話;自己紹介;親しみ;会話向き,,1
528,👱,1F471,person: blond hair,金髪の人,People & Body,人と体,person,人,0.6,人;ブロンド;人間;金髪;金髪の人;自己紹介;会話向き,会話,親しみ,人;ブロンド;人間;金髪;金髪の人;会話;自己紹介;親しみ;会話向き,,2
529,👱🏻,1F471 1F3FB,"person: light skin tone, blond hair",金髪の人（薄い肌色）,People & Body,人と体,person,人,1,人;ブロンド;人間;薄い肌色;金髪;金髪の人;自己紹介;会話向き,会話,親しみ,人;ブロンド;人間;薄い肌色;金髪;金髪の人;会話;自己紹介;親しみ;会話向き,,1
530,👱🏼,1F471 1F3FC,"person: medium-light skin tone, blond hair",金髪の人（やや薄い肌色）,People & Body,人と体,person,人,1,人;ブロンド;やや薄い肌色;人間;金髪;金髪の人;自己紹介;会話向き,会話,親しみ,人;ブロンド;やや薄い肌色;人間;金髪;金髪の人;会話;自己紹介;親しみ;会話向き,,2
531,👱🏽,1F471 1F3FD,"person: medium skin tone, blond hair",金髪の人（中間の肌色）,People & Body,人と体,person,人,1,人;ブロンド;中間の肌色;人間;金髪;金髪の人;自己紹介;会話向き,会話,親しみ,人;ブロンド;中間の肌色;人間;金髪;金髪の人;会話;自己紹介;親しみ;会話向き,,1
532,👱🏾,1F471 1F3FE,"person: medium-dark skin tone, blond hair",金髪の人（やや濃い肌色）,People & Body,人と体,person,人,1,人;ブロンド;やや濃い肌色;人間;金髪;金髪の人;自己紹介;会話向き,会話,親しみ,人;ブロンド;やや濃い肌色;人間;金髪;金髪の人;会話;自己紹介;親しみ;会話向き,,1
533,👱🏿,1F471 1F3FF,"person: dark skin tone, blond hair",金髪の人（濃い肌色）,People & Body,人と体,person,人,1,人;ブロンド;人間;濃い肌色;金髪;金髪の人;自己紹介;会話向き,会話,親しみ,人;ブロンド;人間;濃い肌色;金髪;金髪の人;会話;自己紹介;親しみ;会話向き,,1
534,👨,1F468,man,男性,People & Body,人と体,person,人,0.6,大人;男;男性;自己紹介;会話向き,会話,親しみ,大人;男;男性;会話;自己紹介;親しみ;会話向き,,2
535,👨🏻,1F468 1F3FB,man: light skin tone,男性（薄い肌色）,People & Body,人と体,person,人,1,大人;男;男性;薄い肌色;自己紹介;会話向き,会話,親しみ,大人;男;男性;薄い肌色;会話;自己紹介;親しみ;会話向き,,1
536,👨🏼,1F468 1F3FC,man: medium-light skin tone,男性（やや薄い肌色）,People & Body,人と体,person,人,1,やや薄い肌色;大人;男;男性;自己紹介;会話向き,会話,親しみ,やや薄い肌色;大人;男;男性;会話;自己紹介;親しみ;会話向き,,2
537,👨🏽,1F468 1F3FD,man: medium skin tone,男性（中間の肌色）,People & Body,人と体,person,人,1,中間の肌色;大人;男;男性;自己紹介;会話向き,会話,親しみ,中間の肌色;大人;男;男性;会話;自己紹介;親しみ;会話向き,,1
538,👨🏾,1F468 1F3FE,man: medium-dark skin tone,男性（やや濃い肌色）,People & Body,人と体,person,人,1,やや濃い肌色;大人;男;男性;自己紹介;会話向き,会話,親しみ,やや濃い肌色;大人;男;男性;会話;自己紹介;親しみ;会話向き,,1
539,👨🏿,1F468 1F3FF,man: dark skin tone,男性（濃い肌色）,People & Body,人と体,person,人,1,大人;濃い肌色;男;男性;自己紹介;会話向き,会話,親しみ,大人;濃い肌色;男;男性;会話;自己紹介;親しみ;会話向き,,1
540,🧔,1F9D4,person: beard,あごひげの人,People & Body,人と体,person,人,5,人;あごひげ;あごひげの人;ひげ;自己紹介;会話向き,会話,親しみ,人;あごひげ;あごひげの人;ひげ;会話;自己紹介;親しみ;会話向き,,2
541,🧔🏻,1F9D4 1F3FB,"person: light skin tone, beard",あごひげの人（薄い肌色）,People & Body,人と体,person,人,5,人;あごひげ;あごひげの人;ひげ;薄い肌色;自己紹介;会話向き,会話,親しみ,人;あごひげ;あごひげの人;ひげ;薄い肌色;会話;自己紹介;親しみ;会話向き,,1
542,🧔🏼,1F9D4 1F3FC,"person: medium-light skin tone, beard",あごひげの人（やや薄い肌色）,People & Body,人と体,person,人,5,人;あごひげ;あごひげの人;ひげ;やや薄い肌色;自己紹介;会話向き,会話,親しみ,人;あごひげ;あごひげの人;ひげ;やや薄い肌色;会話;自己紹介;親しみ;会話向き,,2
543,🧔🏽,1F9D4 1F3FD,"person: medium skin tone, beard",あごひげの人（中間の肌色）,People & Body,人と体,person,人,5,人;あごひげ;あごひげの人;ひげ;中間の肌色;自己紹介;会話向き,会話,親しみ,人;あごひげ;あごひげの人;ひげ;中間の肌色;会話;自己紹介;親しみ;会話向き,,1
544,🧔🏾,1F9D4 1F3FE,"person: medium-dark skin tone, beard",あごひげの人（やや濃い肌色）,People & Body,人と体,person,人,5,人;あごひげ;あごひげの人;ひげ;やや濃い肌色;自己紹介;会話向き,会話,親しみ,人;あごひげ;あごひげの人;ひげ;やや濃い肌色;会話;自己紹介;親しみ;会話向き,,1
545,🧔🏿,1F9D4 1F3FF,"person: dark skin tone, beard",あごひげの人（濃い肌色）,People & Body,人と体,person,人,5,人;あごひげ;あごひげの人;ひげ;濃い肌色;自己紹介;会話向き,会話,親しみ,人;あごひげ;あごひげの人;ひげ;濃い肌色;会話;自己紹介;親しみ;会話向き,,1
546,🧔‍♂️,1F9D4 200D 2642 FE0F,man: beard,ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
547,🧔🏻‍♂️,1F9D4 1F3FB 200D 2642 FE0F,"man: light skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
548,🧔🏼‍♂️,1F9D4 1F3FC 200D 2642 FE0F,"man: medium-light skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
549,🧔🏽‍♂️,1F9D4 1F3FD 200D 2642 FE0F,"man: medium skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
550,🧔🏾‍♂️,1F9D4 1F3FE 200D 2642 FE0F,"man: medium-dark skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
551,🧔🏿‍♂️,1F9D4 1F3FF 200D 2642 FE0F,"man: dark skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
552,🧔‍♀️,1F9D4 200D 2640 FE0F,woman: beard,ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
553,🧔🏻‍♀️,1F9D4 1F3FB 200D 2640 FE0F,"woman: light skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
554,🧔🏼‍♀️,1F9D4 1F3FC 200D 2640 FE0F,"woman: medium-light skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
555,🧔🏽‍♀️,1F9D4 1F3FD 200D 2640 FE0F,"woman: medium skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
556,🧔🏾‍♀️,1F9D4 1F3FE 200D 2640 FE0F,"woman: medium-dark skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
557,🧔🏿‍♀️,1F9D4 1F3FF 200D 2640 FE0F,"woman: dark skin tone, beard",ひげの人,People & Body,人と体,person,人,13.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
558,👨‍🦰,1F468 200D 1F9B0,man: red hair,男性: 赤毛,People & Body,人と体,person,人,11,大人;男;男性;赤毛;自己紹介;会話向き,会話,親しみ,大人;男;男性;赤毛;会話;自己紹介;親しみ;会話向き,,2
559,👨🏻‍🦰,1F468 1F3FB 200D 1F9B0,"man: light skin tone, red hair",男性（薄い肌色） 赤毛,People & Body,人と体,person,人,11,大人;男;男性;薄い肌色;赤毛;自己紹介;会話向き,会話,親しみ,大人;男;男性;薄い肌色;赤毛;会話;自己紹介;親しみ;会話向き,,1
560,👨🏼‍🦰,1F468 1F3FC 200D 1F9B0,"man: medium-light skin tone, red hair",男性（やや薄い肌色） 赤毛,People & Body,人と体,person,人,11,やや薄い肌色;大人;男;男性;赤毛;自己紹介;会話向き,会話,親しみ,やや薄い肌色;大人;男;男性;赤毛;会話;自己紹介;親しみ;会話向き,,2
561,👨🏽‍🦰,1F468 1F3FD 200D 1F9B0,"man: medium skin tone, red hair",男性（中間の肌色） 赤毛,People & Body,人と体,person,人,11,中間の肌色;大人;男;男性;赤毛;自己紹介;会話向き,会話,親しみ,中間の肌色;大人;男;男性;赤毛;会話;自己紹介;親しみ;会話向き,,1
