id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,importance,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key
443,💅🏿,1F485 1F3FF,nail polish: dark skin tone,マニキュアを塗る手（濃い肌色）,People & Body,人と体,hand-prop,手と道具,1,1,,,,,,,,,438,variant,skin_tone,0,nail polish
444,🤳,1F933,selfie,セルフィー,People & Body,人と体,hand-prop,手と道具,3,2,手;道具;セルフィー;自撮り,手元;小物,作業;美容;写真;SNS;旅行,自己表現;記録;記念,,書く;塗る;撮る,,手;道具;セルフィー;自撮り;手元;小物;作業;美容;写真;SNS;旅行;自己表現;記録;記念;書く;塗る;撮る,444,source,base,1,selfie
445,🤳🏻,1F933 1F3FB,selfie: light skin tone,セルフィー（薄い肌色）,People & Body,人と体,hand-prop,手と道具,3,1,,,,,,,,,444,variant,skin_tone,0,selfie
446,🤳🏼,1F933 1F3FC,selfie: medium-light skin tone,セルフィー（やや薄い肌色）,People & Body,人と体,hand-prop,手と道具,3,2,,,,,,,,,444,variant,skin_tone,0,selfie
447,🤳🏽,1F933 1F3FD,selfie: medium skin tone,セルフィー（中間の肌色）,People & Body,人と体,hand-prop,手と道具,3,1,,,,,,,,,444,variant,skin_tone,0,selfie
448,🤳🏾,1F933 1F3FE,selfie: medium-dark skin tone,セルフィー（やや濃い肌色）,People & Body,人と体,hand-prop,手と道具,3,1,,,,,,,,,444,variant,skin_tone,0,selfie
449,🤳🏿,1F933 1F3FF,selfie: dark skin tone,セルフィー（濃い肌色）,People & Body,人と体,hand-prop,手と道具,3,1,,,,,,,,,444,variant,skin_tone,0,selfie
450,💪,1F4AA,flexed biceps,力こぶ,People & Body,人と体,body-parts,体の部位,0.6,2,体;部位;力こぶ;筋肉,人体;パーツ;力こぶ;筋肉,健康;医療;美容;説明,身体;感覚;強い,,見る;聞く;話す;感じる;筋肉;強い,,体;部位;力こぶ;筋肉;人体;パーツ;健康;医療;美容;説明;身体;感覚;強い;見る;聞く;話す;感じる;頑張れ;やる気;努力;すごい;筋トレ;引越し;ジム;ダイエット;エアロビ;気合い;リベンジ;本気,450,source,base,1,flexed biceps
451,💪🏻,1F4AA 1F3FB,flexed biceps: light skin tone,力こぶ（薄い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,450,variant,skin_tone,0,flexed biceps
452,💪🏼,1F4AA 1F3FC,flexed biceps: medium-light skin tone,力こぶ（やや薄い肌色）,People & Body,人と体,body-parts,体の部位,1,2,,,,,,,,,450,variant,skin_tone,0,flexed biceps
453,💪🏽,1F4AA 1F3FD,flexed biceps: medium skin tone,力こぶ（中間の肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,450,variant,skin_tone,0,flexed biceps
454,💪🏾,1F4AA 1F3FE,flexed biceps: medium-dark skin tone,力こぶ（やや濃い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,450,variant,skin_tone,0,flexed biceps
455,💪🏿,1F4AA 1F3FF,flexed biceps: dark skin tone,力こぶ（濃い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,450,variant,skin_tone,0,flexed biceps
456,🦾,1F9BE,mechanical arm,義手,People & Body,人と体,body-parts,体の部位,12,2,体;部位;義手,人体;パーツ,健康;医療;美容;説明,身体;感覚,,見る;聞く;話す;感じる,,体;部位;義手;人体;パーツ;健康;医療;美容;説明;身体;感覚;見る;聞く;話す;感じる,456,independent,independent,1,mechanical arm
457,🦿,1F9BF,mechanical leg,義足,People & Body,人と体,body-parts,体の部位,12,2,体;部位;義足;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;義足;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,457,independent,independent,1,mechanical leg
458,🦵,1F9B5,leg,脚,People & Body,人と体,body-parts,体の部位,11,2,体;部位;脚;歩く,人体;パーツ;脚;歩く,健康;医療;美容;説明,身体;感覚;走る,,見る;聞く;話す;感じる;歩く;走る,,体;部位;脚;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;走る;見る;聞く;話す;感じる,458,source,base,1,leg
459,🦵🏻,1F9B5 1F3FB,leg: light skin tone,脚（薄い肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,458,variant,skin_tone,0,leg
460,🦵🏼,1F9B5 1F3FC,leg: medium-light skin tone,脚（やや薄い肌色）,People & Body,人と体,body-parts,体の部位,11,2,,,,,,,,,458,variant,skin_tone,0,leg
461,🦵🏽,1F9B5 1F3FD,leg: medium skin tone,脚（中間の肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,458,variant,skin_tone,0,leg
462,🦵🏾,1F9B5 1F3FE,leg: medium-dark skin tone,脚（やや濃い肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,458,variant,skin_tone,0,leg
463,🦵🏿,1F9B5 1F3FF,leg: dark skin tone,脚（濃い肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,458,variant,skin_tone,0,leg
464,🦶,1F9B6,foot,足,People & Body,人と体,body-parts,体の部位,11,2,体;部位;足;歩く,人体;パーツ;足;歩く,健康;医療;美容;説明,身体;感覚;靴,,見る;聞く;話す;感じる;歩く;靴,,体;部位;足;歩く;人体;パーツ;健康;医療;美容;説明;身体;感覚;靴;見る;聞く;話す;感じる,464,source,base,1,foot
465,🦶🏻,1F9B6 1F3FB,foot: light skin tone,足（薄い肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,464,variant,skin_tone,0,foot
466,🦶🏼,1F9B6 1F3FC,foot: medium-light skin tone,足（やや薄い肌色）,People & Body,人と体,body-parts,体の部位,11,2,,,,,,,,,464,variant,skin_tone,0,foot
467,🦶🏽,1F9B6 1F3FD,foot: medium skin tone,足（中間の肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,464,variant,skin_tone,0,foot
468,🦶🏾,1F9B6 1F3FE,foot: medium-dark skin tone,足（やや濃い肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,464,variant,skin_tone,0,foot
469,🦶🏿,1F9B6 1F3FF,foot: dark skin tone,足（濃い肌色）,People & Body,人と体,body-parts,体の部位,11,1,,,,,,,,,464,variant,skin_tone,0,foot
470,👂,1F442,ear,耳,People & Body,人と体,body-parts,体の部位,0.6,2,体;部位;耳;聞く,人体;パーツ;耳;聞く,健康;医療;美容;説明,身体;感覚;音,,見る;聞く;話す;感じる;音,,体;部位;耳;聞く;人体;パーツ;健康;医療;美容;説明;身体;感覚;音;見る;話す;感じる,470,source,base,1,ear
471,👂🏻,1F442 1F3FB,ear: light skin tone,耳（薄い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,470,variant,skin_tone,0,ear
472,👂🏼,1F442 1F3FC,ear: medium-light skin tone,耳（やや薄い肌色）,People & Body,人と体,body-parts,体の部位,1,2,,,,,,,,,470,variant,skin_tone,0,ear
473,👂🏽,1F442 1F3FD,ear: medium skin tone,耳（中間の肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,470,variant,skin_tone,0,ear
474,👂🏾,1F442 1F3FE,ear: medium-dark skin tone,耳（やや濃い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,470,variant,skin_tone,0,ear
475,👂🏿,1F442 1F3FF,ear: dark skin tone,耳（濃い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,470,variant,skin_tone,0,ear
476,🦻,1F9BB,ear with hearing aid,補聴器を付けた耳,People & Body,人と体,body-parts,体の部位,12,2,体;部位;補聴器を付けた耳;耳;聞く,人体;パーツ;耳;聞く,健康;医療;美容;説明,身体;感覚;音,,見る;聞く;話す;感じる;音,,体;部位;補聴器を付けた耳;耳;聞く;人体;パーツ;健康;医療;美容;説明;身体;感覚;音;見る;話す;感じる,476,source,base,1,ear with hearing aid
477,🦻🏻,1F9BB 1F3FB,ear with hearing aid: light skin tone,補聴器を付けた耳（薄い肌色）,People & Body,人と体,body-parts,体の部位,12,1,,,,,,,,,476,variant,skin_tone,0,ear with hearing aid
478,🦻🏼,1F9BB 1F3FC,ear with hearing aid: medium-light skin tone,補聴器を付けた耳（やや薄い肌色）,People & Body,人と体,body-parts,体の部位,12,2,,,,,,,,,476,variant,skin_tone,0,ear with hearing aid
479,🦻🏽,1F9BB 1F3FD,ear with hearing aid: medium skin tone,補聴器を付けた耳（中間の肌色）,People & Body,人と体,body-parts,体の部位,12,1,,,,,,,,,476,variant,skin_tone,0,ear with hearing aid
480,🦻🏾,1F9BB 1F3FE,ear with hearing aid: medium-dark skin tone,補聴器を付けた耳（やや濃い肌色）,People & Body,人と体,body-parts,体の部位,12,1,,,,,,,,,476,variant,skin_tone,0,ear with hearing aid
481,🦻🏿,1F9BB 1F3FF,ear with hearing aid: dark skin tone,補聴器を付けた耳（濃い肌色）,People & Body,人と体,body-parts,体の部位,12,1,,,,,,,,,476,variant,skin_tone,0,ear with hearing aid
482,👃,1F443,nose,鼻,People & Body,人と体,body-parts,体の部位,0.6,2,体;部位;鼻;におい,人体;パーツ;鼻;におい,健康;医療;美容;説明,身体;感覚;嗅ぐ,,見る;聞く;話す;感じる;におい;嗅ぐ,,体;部位;鼻;におい;人体;パーツ;健康;医療;美容;説明;身体;感覚;嗅ぐ;見る;聞く;話す;感じる,482,source,base,1,nose
483,👃🏻,1F443 1F3FB,nose: light skin tone,鼻（薄い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,482,variant,skin_tone,0,nose
484,👃🏼,1F443 1F3FC,nose: medium-light skin tone,鼻（やや薄い肌色）,People & Body,人と体,body-parts,体の部位,1,2,,,,,,,,,482,variant,skin_tone,0,nose
485,👃🏽,1F443 1F3FD,nose: medium skin tone,鼻（中間の肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,482,variant,skin_tone,0,nose
486,👃🏾,1F443 1F3FE,nose: medium-dark skin tone,鼻（やや濃い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,482,variant,skin_tone,0,nose
487,👃🏿,1F443 1F3FF,nose: dark skin tone,鼻（濃い肌色）,People & Body,人と体,body-parts,体の部位,1,1,,,,,,,,,482,variant,skin_tone,0,nose
488,🧠,1F9E0,brain,脳,People & Body,人と体,body-parts,体の部位,5,2,体;部位;脳;頭,人体;パーツ;脳;頭,健康;医療;美容;説明,身体;感覚;考える,,見る;聞く;話す;感じる;頭;考える,,体;部位;脳;頭;人体;パーツ;健康;医療;美容;説明;身体;感覚;考える;見る;聞く;話す;感じる;ひらめき;理解;発想;原因;理由,488,independent,independent,1,brain
489,🫀,1FAC0,anatomical heart,心臓,People & Body,人と体,body-parts,体の部位,13,3,体;部位;心臓;ハート,人体;パーツ;心臓;ハート,健康;医療;美容;説明,身体;感覚;命,,見る;聞く;話す;感じる;ハート;命,,体;部位;心臓;ハート;人体;パーツ;健康;医療;美容;説明;身体;感覚;命;見る;聞く;話す;感じる,489,independent,independent,1,anatomical heart
490,🫁,1FAC1,lungs,肺,People & Body,人と体,body-parts,体の部位,13,2,体;部位;肺;呼吸,人体;パーツ;肺;呼吸,健康;医療;美容;説明,身体;感覚;息,,見る;聞く;話す;感じる;呼吸;息,,体;部位;肺;呼吸;人体;パーツ;健康;医療;美容;説明;身体;感覚;息;見る;聞く;話す;感じる,490,independent,independent,1,lungs
491,🦷,1F9B7,tooth,歯,People & Body,人と体,body-parts,体の部位,11,2,体;部位;歯;歯医者,人体;パーツ;歯;歯医者,健康;医療;美容;説明,身体;感覚;白い,,見る;聞く;話す;感じる;歯医者;白い,,体;部位;歯;歯医者;人体;パーツ;健康;医療;美容;説明;身体;感覚;白い;見る;聞く;話す;感じる,491,independent,independent,1,tooth
492,🦴,1F9B4,bone,骨,People & Body,人と体,body-parts,体の部位,11,2,体;部位;骨;骸骨,人体;パーツ;骨;骸骨,健康;医療;美容;説明,身体;感覚;白い,,見る;聞く;話す;感じる;骸骨;白い,,体;部位;骨;骸骨;人体;パーツ;健康;医療;美容;説明;身体;感覚;白い;見る;聞く;話す;感じる,492,independent,independent,1,bone
493,👀,1F440,eyes,目,People & Body,人と体,body-parts,体の部位,0.6,2,体;部位;目;見る,人体;パーツ;目;見る,健康;医療;美容;説明,身体;感覚;視線,,見る;聞く;話す;感じる;視線,,体;部位;目;見る;人体;パーツ;健康;医療;美容;説明;身体;感覚;視線;聞く;話す;感じる;嫉妬;興味;気づき,493,independent,independent,1,eyes
494,👁️,1F441 FE0F,eye,目,People & Body,人と体,body-parts,体の部位,0.7,2,体;部位;目;見る,人体;パーツ;目;見る,健康;医療;美容;説明,身体;感覚;視線,,見る;聞く;話す;感じる;視線,,体;部位;目;見る;人体;パーツ;健康;医療;美容;説明;身体;感覚;視線;聞く;話す;感じる,494,independent,independent,1,eye
495,👅,1F445,tongue,舌,People & Body,人と体,body-parts,体の部位,0.6,2,体;部位;舌;味,人体;パーツ;舌;味,健康;医療;美容;説明,身体;感覚;口,,見る;聞く;話す;感じる;味;口,,体;部位;舌;味;人体;パーツ;健康;医療;美容;説明;身体;感覚;口;見る;聞く;話す;感じる,495,independent,independent,1,tongue
496,👄,1F444,mouth,口,People & Body,人と体,body-parts,体の部位,0.6,2,体;部位;口;唇,人体;パーツ;口;唇,健康;医療;美容;説明,身体;感覚;話す,,見る;聞く;話す;感じる;唇,,体;部位;口;唇;人体;パーツ;健康;医療;美容;説明;身体;感覚;話す;見る;聞く;感じる,496,independent,independent,1,mouth
497,🫦,1FAE6,biting lip,唇を咬んでいる口,People & Body,人と体,body-parts,体の部位,14,2,体;部位;唇を咬んでいる口,人体;パーツ,健康;医療;美容;説明,身体;感覚,,見る;聞く;話す;感じる,,体;部位;唇を咬んでいる口;人体;パーツ;健康;医療;美容;説明;身体;感覚;見る;聞く;話す;感じる,497,independent,independent,1,biting lip
498,👶,1F476,baby,赤ん坊,People & Body,人と体,person,人,0.6,2,人;人物;赤ん坊;赤ちゃん,顔;上半身,プロフィール;自己紹介;人物紹介;育児;出産,個人;アイコン,親しみ;かわいい,,,人;人物;赤ん坊;赤ちゃん;顔;上半身;プロフィール;自己紹介;人物紹介;育児;出産;個人;アイコン;親しみ;かわいい;子;親;兄弟;姉妹;孫,498,source,base,1,baby
499,👶🏻,1F476 1F3FB,baby: light skin tone,赤ん坊（薄い肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,498,variant,skin_tone,0,baby
500,👶🏼,1F476 1F3FC,baby: medium-light skin tone,赤ん坊（やや薄い肌色）,People & Body,人と体,person,人,1,2,,,,,,,,,498,variant,skin_tone,0,baby
501,👶🏽,1F476 1F3FD,baby: medium skin tone,赤ん坊（中間の肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,498,variant,skin_tone,0,baby
502,👶🏾,1F476 1F3FE,baby: medium-dark skin tone,赤ん坊（やや濃い肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,498,variant,skin_tone,0,baby
503,👶🏿,1F476 1F3FF,baby: dark skin tone,赤ん坊（濃い肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,498,variant,skin_tone,0,baby
504,🧒,1F9D2,child,子供,People & Body,人と体,person,人,5,2,人;人物;子供,顔;上半身,プロフィール;自己紹介;人物紹介;学校;子育て,個人;アイコン,親しみ,,,人;人物;子供;顔;上半身;プロフィール;自己紹介;人物紹介;学校;子育て;個人;アイコン;親しみ;子;親;兄弟;姉妹;孫;こどもの日,504,source,base,1,child
505,🧒🏻,1F9D2 1F3FB,child: light skin tone,子供（薄い肌色）,People & Body,人と体,person,人,5,1,,,,,,,,,504,variant,skin_tone,0,child
506,🧒🏼,1F9D2 1F3FC,child: medium-light skin tone,子供（やや薄い肌色）,People & Body,人と体,person,人,5,2,,,,,,,,,504,variant,skin_tone,0,child
507,🧒🏽,1F9D2 1F3FD,child: medium skin tone,子供（中間の肌色）,People & Body,人と体,person,人,5,1,,,,,,,,,504,variant,skin_tone,0,child
508,🧒🏾,1F9D2 1F3FE,child: medium-dark skin tone,子供（やや濃い肌色）,People & Body,人と体,person,人,5,1,,,,,,,,,504,variant,skin_tone,0,child
509,🧒🏿,1F9D2 1F3FF,child: dark skin tone,子供（濃い肌色）,People & Body,人と体,person,人,5,1,,,,,,,,,504,variant,skin_tone,0,child
510,👦,1F466,boy,男の子,People & Body,人と体,person,人,0.6,2,人;人物;男の子;男性;子供,顔;上半身;男,プロフィール;自己紹介;人物紹介;子育て,個人;アイコン,親しみ,,,人;人物;男の子;男性;子供;顔;上半身;男;プロフィール;自己紹介;人物紹介;子育て;個人;アイコン;親しみ;友達;友達関係;子;親;兄弟;こどもの日,510,source,base,1,boy
511,👦🏻,1F466 1F3FB,boy: light skin tone,男の子（薄い肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,510,variant,skin_tone,0,boy
512,👦🏼,1F466 1F3FC,boy: medium-light skin tone,男の子（やや薄い肌色）,People & Body,人と体,person,人,1,2,,,,,,,,,510,variant,skin_tone,0,boy
513,👦🏽,1F466 1F3FD,boy: medium skin tone,男の子（中間の肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,510,variant,skin_tone,0,boy
514,👦🏾,1F466 1F3FE,boy: medium-dark skin tone,男の子（やや濃い肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,510,variant,skin_tone,0,boy
515,👦🏿,1F466 1F3FF,boy: dark skin tone,男の子（濃い肌色）,People & Body,人と体,person,人,1,1,,,,,,,,,510,variant,skin_tone,0,boy
516,👧,1F467,girl,女の子,People & Body,人と体,person,人,0.6,2,人;人物;女の子;女性;子供,顔;上半身;女,プロフィール;自己紹介;人物紹介;子育て,個人;アイコン,親しみ,,,人;人物;女の子;女性;子供;顔;上半身;女;プロフィール;自己紹介;人物紹介;子育て;個人;アイコン;親しみ;友達;友達関係;子;親;姉妹;こどもの日,516,source,base,1,girl
